Applicant_ID,Full_Name,Employer_Name,Age,Employment_Type,Monthly_Net_Income,Total_Existing_EMIs,Is_First_Loan,CIBIL_Score,Requested_Loan_Amount,Requested_Tenure_Months,Average_Monthly_Bank_Balance,Number_of_Bounced_Transactions_Last_6M,Default_Probability,Default
APP00198,Spencer Haynes,Adams and Sons,34,Salaried,53233.5,4923.62,0,643.0,1747789.64,12,75407.76,1,0.0337,0
APP00199,Adam Vaughan,Vega-Thomas,38,Salaried,170610.9,47754.61,0,698.0,4876791.32,24,277467.11,1,0.0436,0
APP00200,Nathan Freeman,Vaughn LLC,36,Salaried,86255.72,6538.9,0,660.0,4413237.94,48,152032.66,2,0.0554,0
APP00201,Melissa Brewer,Molina Inc,41,Salaried,99130.95,14404.44,0,667.0,1984348.68,36,258488.15,0,0.0129,0
APP00202,Ricky Davis II,Cervantes-Garcia,52,Salaried,49739.72,15754.81,0,613.0,3163811.96,36,43365.49,5,0.9947,1
APP00203,Elizabeth Perkins,"Stevenson, Hancock and Newton",39,Salaried,44555.47,9608.27,1,,2075688.05,48,112114.5,1,0.1127,0
APP00204,Joseph Coleman,"Price, Dixon and Robles",44,Salaried,75210.41,33234.03,0,590.0,1405698.41,24,33887.64,7,0.9977,1
APP00205,Erin Warner,"Roberts, Beck and House",21,Salaried,59453.02,9723.7,0,694.0,3223046.76,84,132274.85,0,0.0081,0
APP00206,David Martinez,Butler-French,38,Self-Employed,17111.32,2655.09,1,,647950.29,24,44181.48,1,0.0857,0
APP00207,Bryan Herrera,"Edwards, Arnold and Smith",30,Salaried,57559.99,7714.0,0,738.0,1395535.29,12,79755.94,2,0.0079,0
APP00208,Cathy Robinson,Harris-Melton,26,Salaried,59500.59,15261.82,0,553.0,4145058.71,48,35409.77,1,0.7479,1
APP00209,Dr. William Warren,Greer-Pruitt,29,Salaried,55915.67,10333.99,0,755.0,3085363.58,48,127463.88,1,0.0154,0
APP00210,Brian Lee,"Mckinney, Richardson and Chapman",35,Salaried,46151.43,11054.34,0,557.0,2195867.19,24,105914.02,3,0.9068,1
APP00211,Christopher Smith,"Morrison, Parsons and Brandt",47,Salaried,59322.94,5430.37,1,,3733313.12,48,75890.82,1,0.0666,0
APP00212,Denise Mccann,Cole-Lucero,25,Salaried,53839.93,14529.33,1,,2402994.02,36,83671.68,0,0.0328,0
APP00213,Melissa Martinez,Lopez and Sons,38,Salaried,71903.78,16912.92,0,830.0,2767449.52,48,160120.26,1,0.0054,0
APP00214,Katherine Salas,"Palmer, Bennett and Patterson",33,Self-Employed,90097.42,17557.88,0,791.0,2105289.49,84,79700.85,2,0.0048,0
APP00215,Julie Alexander,"Baker, Martin and Singleton",35,Self-Employed,128926.53,15542.61,0,744.0,2733684.08,36,251086.86,2,0.0038,0
APP00216,Anthony Everett,Rivera Ltd,48,Salaried,66243.04,22598.99,0,690.0,2511814.22,24,86622.72,2,0.606,1
APP00217,Rodney Morales,Williams LLC,43,Salaried,59575.35,15783.04,0,599.0,2344794.77,36,48378.1,0,0.452,0
APP00218,Mark Brown,"Williams, Randolph and Gilbert",51,Salaried,92086.83,19319.86,1,,5156747.57,48,212546.05,2,0.3042,0
APP00219,Justin Torres,"Turner, Tyler and Pierce",36,Salaried,88690.63,5200.03,0,708.0,3416815.43,120,112925.24,0,0.0028,0
APP00220,Bailey Duran DDS,Bowers LLC,31,Salaried,52023.99,10461.19,0,671.0,2475798.32,36,132709.12,0,0.0485,0
APP00221,Courtney Mills,"Robinson, White and Jones",36,Self-Employed,106510.04,21817.79,0,699.0,6598415.56,60,183777.4,2,0.1283,0
APP00222,Jeremy Dalton,"Moore, Daniels and Powell",40,Self-Employed,127547.83,15070.72,1,,9132435.34,120,214375.28,1,0.0395,0
APP00223,Elizabeth Oliver DDS,Walker-Lewis,40,Self-Employed,158691.53,20442.62,0,783.0,4975220.48,60,231355.93,0,0.0008,0
APP00224,Theresa Clark,Rivera-Carter,27,Salaried,133453.79,38520.02,0,576.0,8823600.1,36,171482.2,1,0.5664,1
APP00225,Matthew Moore,"Moreno, Barajas and Colon",39,Self-Employed,34624.05,5999.44,0,699.0,2090013.51,48,80481.26,2,0.2444,1
APP00226,Benjamin Smith,"Smith, Caldwell and Griffin",40,Salaried,71118.4,6237.29,0,669.0,1143612.42,24,149174.61,1,0.013,0
APP00227,Kirk Carter,"Austin, Oliver and Haley",63,Salaried,76009.77,12499.44,0,701.0,2436077.84,36,169811.68,0,0.0748,0
APP00228,Michael Warner,"Blackwell, James and Hogan",57,Salaried,72360.01,4798.68,0,728.0,1819317.19,84,108628.66,2,0.027,0
APP00229,Michael Bradshaw,Cruz PLC,29,Self-Employed,35547.42,5396.83,0,660.0,1843597.97,12,37894.38,0,0.0482,0
APP00230,Lori Guerrero,"Campbell, Pruitt and Short",35,Salaried,34105.23,16678.82,0,611.0,1545578.89,24,18478.29,5,0.997,1
APP00231,Jessica Stephens,Robertson-Hicks,23,Self-Employed,54951.85,10271.83,0,679.0,2291001.22,24,121632.59,2,0.0584,0
APP00232,Susan Serrano,Williams-Villanueva,32,Salaried,45344.74,10524.19,0,631.0,2621553.01,24,61654.77,3,0.6983,1
APP00233,Christopher Parker,Flores Inc,41,Self-Employed,69032.87,12612.74,0,664.0,2208949.66,48,111217.77,2,0.1507,1
APP00234,Laura Roberts,Jackson PLC,50,Salaried,52903.38,3991.75,0,729.0,1849774.14,36,85186.49,0,0.0086,0
APP00235,Michael Lyons,"Smith, Jones and Santiago",31,Salaried,38561.29,6913.98,0,677.0,2465533.06,48,55389.13,0,0.0723,0
APP00236,Kathryn Snyder,Hancock Group,31,Self-Employed,67747.92,11145.72,0,651.0,4764881.5,48,137391.28,5,0.7319,0
APP00237,Andrew Reynolds,Harris Ltd,21,Salaried,58865.07,19951.55,0,667.0,3448400.58,12,98846.1,1,0.2082,0
APP00238,David Davis,"Rowe, Lucas and Case",36,Salaried,87439.83,11204.16,0,679.0,2188116.94,36,239795.63,1,0.0147,0
APP00239,Sara Johnston,"Parks, Johnson and Love",27,Salaried,160316.43,48695.53,0,770.0,3007391.69,36,115200.78,2,0.0092,0
APP00240,Yvonne Chambers,Miller Inc,33,Salaried,73525.18,7878.83,0,759.0,1805212.89,36,134564.83,0,0.001,0
APP00241,Andrew Avila,Bauer PLC,29,Salaried,76626.94,17247.29,1,,2863217.73,48,44752.99,1,0.03,0
APP00242,Matthew Moon,Andrews and Sons,37,Salaried,41994.64,2942.71,0,748.0,1100336.04,48,102110.42,0,0.0019,0
APP00243,Kevin Walters,Russell-Hayes,21,Salaried,30821.88,7372.76,0,653.0,2036169.51,60,55377.54,0,0.1392,0
APP00244,Brandon Bailey MD,Hamilton-Smith,23,Self-Employed,155954.21,16753.73,1,,8147573.99,48,231836.18,1,0.0042,0
APP00245,Shannon Rivera,"Wilson, Smith and Cortez",59,Salaried,49909.98,2066.88,0,710.0,1846856.72,36,122464.53,1,0.0367,0
APP00246,Donna Landry,Avila PLC,25,Salaried,36445.84,3539.41,0,646.0,1036107.93,36,56782.4,1,0.0208,0
APP00247,Krista Gibson,Haynes Inc,27,Salaried,58904.43,13131.39,0,725.0,2052210.47,84,55974.46,1,0.018,0
APP00248,Frank Cordova,Reilly-Rodriguez,56,Salaried,72617.09,13433.0,0,677.0,2945569.72,36,110795.5,1,0.2216,0
APP00249,Jose Travis,"Turner, Miller and Hubbard",65,Salaried,50383.26,2336.3,0,722.0,2762480.98,48,33322.54,0,0.0503,0
APP00250,Kimberly Gutierrez,James-Short,26,Self-Employed,43417.49,9532.96,0,683.0,753749.1,24,106083.61,0,0.014,0
APP00251,Isaiah Avila,Wells PLC,34,Self-Employed,141278.37,24133.98,0,887.0,8890644.43,84,300726.04,1,0.0007,0
APP00252,Olivia Harris,Taylor Group,41,Salaried,49749.5,5014.5,1,,977756.78,60,113418.68,1,0.0131,0
APP00253,Tanya Kim,"Phillips, Walters and Evans",55,Salaried,40392.1,5097.98,0,592.0,1120759.88,60,101655.43,1,0.4422,0
APP00254,Barbara Dudley,"Wong, Bernard and Smith",28,Salaried,92883.47,17809.91,0,625.0,6651885.96,36,208176.97,0,0.1165,0
APP00255,Cynthia Moore,"Thomas, Williams and Armstrong",36,Salaried,84083.27,14020.38,0,771.0,1968601.12,24,121747.07,0,0.0017,0
APP00256,Kristen Davis,Medina-Arroyo,46,Salaried,57199.98,6629.22,0,813.0,1033519.62,36,42924.6,0,0.0009,0
APP00257,Susan Murray MD,Clark-Figueroa,42,Salaried,35488.0,4643.14,1,,1785199.79,36,47541.16,2,0.1386,0
APP00258,Kathleen Moran,"Cooper, Gutierrez and Brewer",34,Salaried,47011.81,4040.38,0,814.0,1673044.32,60,127560.77,0,0.0006,0
APP00259,Denise Davenport,"Thomas, White and Jensen",37,Salaried,66541.62,7917.45,0,777.0,1165152.1,24,179783.51,0,0.0009,0
APP00260,Mrs. Kristen Reyes,Lee-White,24,Salaried,97115.65,5108.91,0,716.0,1187194.67,48,228807.56,1,0.0006,0
APP00261,Katie Suarez,"Phelps, York and Randolph",36,Salaried,42258.78,2031.5,0,727.0,707821.66,36,41699.86,0,0.0014,0
APP00262,Desiree Tyler,"Murray, Dunn and Roberts",35,Salaried,64066.37,6632.82,0,730.0,2778182.76,24,59907.03,1,0.0089,0
APP00263,Timothy Romero,King and Sons,40,Salaried,95765.93,22463.13,0,767.0,2475891.86,24,228194.5,0,0.0057,0
APP00264,Diane Evans,"Carpenter, Lynn and Howard",32,Self-Employed,10999.58,1816.06,0,749.0,645159.69,36,8626.15,0,0.0408,0
APP00265,Yvonne Burns,"Rios, Garcia and Harvey",43,Salaried,116479.57,27023.59,0,660.0,7390689.13,36,201852.23,1,0.2755,0
APP00266,Joshua Reed,Stewart Group,48,Salaried,44419.75,7807.79,1,,919043.76,36,58570.9,1,0.0591,0
APP00267,Kimberly Gibson,Jensen-Torres,40,Salaried,82063.22,17505.96,1,,2644174.66,48,92006.36,1,0.0436,0
APP00268,Colin Terry,"Hernandez, Knight and Aguirre",42,Self-Employed,78142.8,8077.08,0,735.0,1624936.28,24,162544.35,1,0.0048,0
APP00269,Cynthia Rowe,Jackson-Edwards,39,Salaried,113796.75,11391.28,1,,3323042.87,24,313376.76,1,0.0071,0
APP00270,Patrick Thornton,Joseph Ltd,38,Self-Employed,92277.99,14649.44,0,759.0,2431734.04,120,207632.95,0,0.0024,0
APP00271,Jasmin Alvarado,Hill-Ward,31,Self-Employed,10888.22,2488.38,0,702.0,644712.21,36,16543.44,2,0.4647,1
APP00272,Veronica Simpson,"Quinn, Humphrey and Ford",41,Salaried,50226.7,4527.69,0,698.0,1643858.7,36,76825.88,3,0.0709,0
APP00273,Jonathan Lawrence,Hampton-Tucker,37,Salaried,72576.19,9250.66,0,770.0,3028886.48,60,188166.83,1,0.005,0
APP00274,Shelly Alexander,Thompson PLC,59,Salaried,69272.36,8014.13,0,776.0,3632206.53,60,126958.47,0,0.0151,0
APP00275,Joyce Bowen,Wilkinson and Sons,54,Self-Employed,96043.79,42187.94,1,,5890884.26,120,130532.43,5,0.9873,1
APP00276,Matthew Moore,"Gonzalez, Gross and Sims",42,Salaried,103170.69,19738.07,0,665.0,3102605.26,48,205925.12,1,0.0631,0
APP00277,Wayne Morgan,"Jones, Smith and Hunter",30,Self-Employed,86883.82,15635.03,0,746.0,2133279.39,36,86410.34,0,0.0022,0
APP00278,Marie Christian,Hess PLC,27,Salaried,54439.35,6272.11,0,729.0,3849253.83,48,33826.25,0,0.0085,0
APP00279,Shannon James,Hammond-Lewis,50,Salaried,32948.15,217.22,0,731.0,1028274.11,12,86623.45,0,0.0047,0
APP00280,Nathan Malone,Arnold PLC,41,Salaried,58249.23,16001.98,0,840.0,3044342.81,48,101408.7,2,0.0318,0
APP00281,Amanda Jones,"Kennedy, Rowe and Diaz",43,Salaried,88223.89,5652.84,0,648.0,4646793.11,48,77898.95,0,0.027,0
APP00282,Tammie Bright,Vance PLC,21,Salaried,33670.83,4617.97,0,772.0,1442517.9,36,39049.26,1,0.0032,0
APP00283,Jessica Garcia,"Vincent, Anderson and Mason",47,Salaried,100470.14,6210.89,0,674.0,2582770.43,84,289643.78,1,0.0149,0
APP00284,Shelia Wallace,Sanders PLC,43,Self-Employed,125596.86,36070.46,1,,2573158.8,36,224379.91,2,0.1124,0
APP00285,Stephanie Williams,Bates PLC,27,Self-Employed,59561.39,14728.4,0,867.0,2455178.29,12,109106.77,0,0.0008,0
APP00286,Elaine Brooks,"Martin, Palmer and Griffin",33,Salaried,16348.67,761.48,0,685.0,697365.24,36,10864.73,0,0.0157,0
APP00287,Joseph Knight,Knight PLC,41,Salaried,40227.78,3501.55,1,,2349382.75,12,112448.24,2,0.0898,0
APP00288,Carolyn Miller,"Brennan, Thomas and Dennis",39,Salaried,163225.91,28197.39,0,723.0,8910503.64,84,407409.18,0,0.0099,0
APP00289,Lisa Allen,Williams-Juarez,35,Self-Employed,41267.16,604.63,0,682.0,2753446.8,36,76581.97,1,0.0261,0
APP00290,Briana Murray,Brown LLC,37,Salaried,27926.61,576.58,1,,1961890.21,36,35196.64,1,0.034,0
APP00291,David Smith,Williams and Sons,35,Self-Employed,143640.91,17158.76,1,,7996644.79,60,303231.79,0,0.0074,0
APP00292,Stephanie Byrd,"Velez, Ward and Harrison",40,Salaried,71101.04,19180.18,0,734.0,1179614.19,24,158909.59,1,0.0297,0
APP00293,Jeremy Reed,Keith-Williams,53,Salaried,124338.8,13676.74,0,654.0,4514381.24,48,289674.24,0,0.0362,0
APP00294,Margaret Coleman,"Nguyen, Padilla and Boyd",21,Salaried,62300.2,17364.55,1,,3023312.82,24,157777.09,4,0.188,0
APP00295,Ryan Gonzalez,Davenport-Baker,36,Salaried,82816.36,15213.93,0,679.0,3926464.83,48,157348.47,2,0.113,0
APP00296,John Young,"Hudson, Bennett and Gray",40,Self-Employed,82838.11,10436.48,0,622.0,1895884.89,48,101143.62,1,0.056,0
APP00297,Laura Haney,"Valdez, Houston and Black",41,Salaried,97862.87,25652.0,0,787.0,4597272.99,36,148373.95,1,0.0223,0
APP00298,William Barrett,Kaufman-Walker,34,Salaried,183153.22,15501.92,0,631.0,6040545.31,48,445660.82,1,0.0137,0
APP00299,Keith Jennings,Gomez-Parrish,21,Self-Employed,98664.72,23158.03,1,,3190383.99,24,101311.72,1,0.0119,0
APP00300,Amber Obrien,Sparks-Eaton,41,Self-Employed,21502.08,6718.19,0,698.0,1333998.18,24,19567.58,2,0.7776,0
APP00301,Tanner Mitchell DDS,Shaw and Sons,55,Self-Employed,93985.43,11044.75,0,697.0,3507159.42,36,204534.24,0,0.0265,0
APP00302,Heather Fields,Martin-Jones,23,Salaried,94685.26,3446.8,0,638.0,4132420.48,84,149767.93,1,0.0072,0
APP00303,Megan Le,"Campbell, Hernandez and Moore",47,Salaried,129930.84,1459.25,0,871.0,5947242.52,36,328355.31,0,0.0001,0
APP00304,Sara Fuller,"Love, Wilson and Hall",35,Self-Employed,44881.24,4815.53,0,659.0,2054654.47,48,36493.59,1,0.0547,0
APP00305,Maria Parker,Cortez-Olson,37,Salaried,115199.98,14293.15,0,720.0,2855495.38,24,144709.57,0,0.0026,0
APP00306,Kevin Oconnor,Mendoza-Garza,27,Salaried,91012.33,14140.19,0,684.0,4365606.66,60,98233.38,2,0.0397,0
APP00307,Edward Burgess,"Whitaker, Johnson and Williams",35,Self-Employed,366282.75,67837.76,0,750.0,11749404.28,36,746047.33,1,0.0022,0
APP00308,Carlos Ryan,"Vargas, Taylor and Hunt",51,Salaried,53962.33,8084.86,0,740.0,2768333.03,48,119724.04,1,0.0601,0
APP00309,Kiara Mcintyre,"Thomas, Jackson and Nielsen",44,Salaried,58873.85,5446.6,0,672.0,1221152.82,60,92087.27,1,0.0233,0
APP00310,Dawn Summers,"Mullen, Greene and Elliott",55,Self-Employed,55489.48,3959.98,1,,3975651.0,36,90702.51,1,0.1291,1
APP00311,Dr. Paul Morgan,Johns Ltd,50,Salaried,60654.08,3260.32,0,728.0,3537503.65,120,48994.56,0,0.0133,0
APP00312,Victor Taylor,"Nicholson, Valentine and Robinson",42,Salaried,48456.21,9505.95,0,766.0,1794579.92,24,98532.01,0,0.0115,0
APP00313,Shannon Ramsey,"Haney, Dillon and Jackson",55,Salaried,21814.68,5569.1,0,627.0,656209.68,24,56724.88,1,0.7793,1
APP00314,Tracy Ballard,Burke-Norton,42,Salaried,59474.94,4301.23,0,845.0,2097569.53,48,140146.78,1,0.0008,0
APP00315,Richard Smith,Hanson PLC,46,Salaried,89299.69,21077.05,0,654.0,4935816.92,36,83312.05,1,0.3591,0
APP00316,Jordan Chambers,Jackson-Jennings,35,Self-Employed,42836.39,5248.11,0,701.0,2198555.14,36,82749.22,2,0.07,0
APP00317,Lauren Carson,Carlson-Jones,39,Self-Employed,246116.93,50344.74,0,620.0,13321214.19,24,273395.03,2,0.2523,1
APP00318,Ashley Hall,Cruz-Rodriguez,31,Salaried,63631.86,18891.2,0,613.0,4157702.47,60,31181.02,1,0.6275,1
APP00319,Stephen Hoffman,Mills PLC,48,Salaried,135199.3,22162.87,0,658.0,5323839.34,48,117857.01,1,0.0872,0
APP00320,Connie Brown,"Barnes, Hernandez and Davis",26,Self-Employed,64543.41,4123.91,0,667.0,3367311.38,60,47266.21,1,0.0137,0
APP00321,Susan Turner,Valenzuela-Greene,46,Salaried,109691.32,5927.56,0,717.0,4222071.12,48,105642.27,0,0.0037,0
APP00322,Charles Shah,"Gordon, Wilson and Olson",36,Salaried,76396.18,12641.23,0,651.0,3841649.63,120,174418.86,1,0.1014,0
APP00323,Johnathan Davis,Winters PLC,50,Salaried,140013.66,11556.3,0,779.0,5669071.7,36,165388.93,0,0.0017,0
APP00324,Brandy Chavez,Prince Ltd,46,Salaried,77552.85,21804.68,0,646.0,4544582.8,60,159468.0,1,0.5798,0
APP00325,Natalie Bautista,"Reynolds, Fisher and Golden",56,Salaried,94541.72,10494.94,0,680.0,1164338.73,24,256467.05,0,0.0156,0
APP00326,Patrick Moore,"Moreno, Perez and Lang",45,Salaried,88205.36,15841.46,0,669.0,2200076.01,24,155405.58,2,0.1167,0
APP00327,Brett Burns,Bell-Ballard,22,Salaried,49032.99,9551.87,0,765.0,1460509.27,12,75835.45,1,0.0039,0
APP00328,Trevor Johnson,"Johnston, Coleman and Scott",37,Salaried,81833.49,30067.95,0,678.0,5623897.99,60,158670.1,2,0.7492,1
APP00329,Jeremy Sampson,Kent Inc,26,Salaried,161600.57,16871.42,0,728.0,6855544.15,36,113759.42,0,0.001,0
APP00330,Ariana Jennings,George-Stephens,33,Salaried,57464.59,10143.27,1,,1945815.1,48,82284.73,3,0.0908,0
APP00331,Vanessa Howard,Lopez-Fletcher,53,Salaried,91336.1,18316.96,0,651.0,3311730.74,120,143569.36,0,0.1406,0
APP00332,Colton Martinez,Lane Inc,44,Salaried,130285.44,17810.06,1,,5095377.13,48,312873.57,1,0.0212,0
APP00333,Jordan Bates,"Smith, Pena and Watts",31,Salaried,105658.17,12321.42,1,,6769500.51,24,252280.22,0,0.009,0
APP00334,Linda Smith,Ortiz-Rodriguez,28,Salaried,61096.28,4621.14,0,770.0,4260863.54,36,154057.54,0,0.0021,0
APP00335,Dana Martinez,Pearson-King,38,Salaried,23616.46,5562.33,0,663.0,1479568.22,12,46768.61,0,0.3509,0
APP00336,Andrea Hubbard,"Henderson, Diaz and Hill",26,Salaried,74602.21,18302.84,0,649.0,4662593.72,60,119538.63,2,0.3103,0
APP00337,Daniel Kane,"Sanders, Harris and Arnold",31,Self-Employed,12160.01,2654.05,0,668.0,291121.74,36,27837.51,0,0.0969,1
APP00338,Charles Lester,"Olson, Wood and Peters",41,Salaried,138541.4,47856.44,0,630.0,3895878.99,48,307530.77,1,0.3831,0
APP00339,Scott Thomas,Hinton-Lane,50,Self-Employed,77409.42,15365.34,0,733.0,3697302.2,36,118619.94,1,0.0716,0
APP00340,David Thompson,"Sanders, Taylor and Shields",44,Self-Employed,135393.97,10495.35,0,661.0,6954950.65,60,385773.77,4,0.2173,1
APP00341,Allison Smith,Adkins Group,21,Salaried,36648.89,5391.09,1,,885522.32,24,91234.19,0,0.0025,0
APP00342,Cynthia Morris,"Avery, Garcia and Romero",41,Salaried,35554.58,2065.19,0,816.0,2018679.49,48,61317.07,0,0.0018,0
APP00343,Anthony Harmon,Owen-Mendez,39,Self-Employed,76215.74,8622.67,1,,1829011.04,60,48407.41,1,0.01,0
APP00344,Nichole Alvarez,"Mann, Martin and Oconnell",42,Salaried,71239.56,22042.62,0,729.0,1979080.53,24,63905.42,1,0.0904,0
APP00345,Kayla Rodriguez,Brock and Sons,54,Salaried,60618.1,13631.62,0,691.0,1843258.99,24,131331.2,0,0.1087,0
APP00346,Theresa Williams,Frost-Graham,21,Salaried,57135.79,4462.63,0,759.0,3585812.92,84,42709.4,1,0.002,0
APP00347,Sharon Boyd,Baker LLC,32,Salaried,222605.34,85927.76,0,641.0,12449211.12,60,300809.66,2,0.5884,1
APP00348,Victor Brown,Lynch Ltd,44,Salaried,107690.75,6937.47,0,838.0,4721283.76,84,209708.3,0,0.0004,0
APP00349,James Parks,Arias-Morales,22,Self-Employed,105801.07,18499.62,0,733.0,6473434.07,84,260289.36,1,0.0089,1
APP00350,Theodore Jones Jr.,"Meyer, Dawson and Harper",53,Self-Employed,124117.98,32589.05,1,,7543356.44,60,282258.58,1,0.2979,1
APP00351,Ana Hill,Bowman Group,42,Salaried,140741.91,37878.97,0,687.0,4980854.33,60,293628.48,2,0.1653,0
APP00352,Kimberly Nguyen,Harris Ltd,46,Self-Employed,60185.21,4155.02,0,814.0,3544080.29,84,88279.28,2,0.0086,0
APP00353,Kerry Chavez DDS,"Mitchell, Johnson and Greene",32,Salaried,25416.83,2116.37,1,,619524.29,36,20841.82,1,0.0114,0
APP00354,Michael Farrell,"Hale, Gilbert and Craig",46,Self-Employed,60247.82,6712.16,0,814.0,2542080.45,48,123689.67,2,0.0078,0
APP00355,Patricia Le,Allen-Smith,49,Salaried,108969.5,13477.12,1,,2080718.45,36,97448.73,0,0.0074,0
APP00356,Jesse Perez,Miller LLC,40,Self-Employed,32587.26,8424.97,0,612.0,1225530.93,48,54005.32,1,0.5957,0
APP00357,Jesse Perry,Gomez-Foster,40,Self-Employed,56788.03,5780.31,1,,2454489.16,24,159090.11,1,0.0246,0
APP00358,Jeffery Ortega,"Gonzalez, Smith and Padilla",41,Salaried,52373.52,7578.26,0,584.0,879618.53,12,91133.35,3,0.4544,0
APP00359,Christian Leblanc,Dunn Ltd,29,Salaried,121094.96,10267.99,0,762.0,4814343.97,48,245128.97,1,0.0012,0
APP00360,Ronald Davis,"Herman, Bailey and Richmond",37,Self-Employed,104768.62,20944.11,0,628.0,5353700.83,48,206880.88,2,0.3058,1
APP00361,Parker Cain,Perez-Mccarty,36,Salaried,90329.79,12511.4,0,709.0,4412185.17,60,216572.4,2,0.0393,0
APP00362,Laurie Hoffman,Spears-Andrews,42,Salaried,95668.63,13722.95,0,797.0,1460021.27,12,140977.06,0,0.0008,0
APP00363,Bryan Gomez,Thompson-Hunter,48,Self-Employed,66980.55,22068.95,0,645.0,1186920.85,36,97557.35,1,0.4531,1
APP00364,Nicole Parrish,"Jones, Phillips and Arroyo",27,Salaried,65523.65,2098.21,0,714.0,2167612.56,36,60601.57,1,0.002,0
APP00365,Tracy Burke,"Frye, Walter and Li",37,Salaried,40009.28,3054.24,0,645.0,2503026.49,24,78376.61,1,0.1097,0
APP00366,Kenneth Lewis,"Wright, Ramos and Bennett",53,Salaried,28272.46,5282.17,0,699.0,1814677.82,12,31767.39,0,0.2743,0
APP00367,Courtney Rodriguez,Carrillo-Todd,31,Salaried,67669.23,6800.55,0,874.0,2069106.76,36,113695.77,1,0.0002,0
APP00368,Holly Farmer,Maldonado-Mosley,30,Self-Employed,71196.87,9594.1,0,776.0,3925334.34,84,160448.06,0,0.0023,0
APP00369,Renee Bruce,Olson LLC,40,Salaried,121785.46,25033.48,0,703.0,5680492.18,48,59433.96,0,0.0243,0
APP00370,Sabrina Austin,Reyes and Sons,46,Salaried,153375.33,37882.15,1,,10890466.54,36,256741.03,0,0.1158,0
APP00371,Allison Hickman,"Haynes, Mcbride and Gutierrez",38,Salaried,139905.62,18406.67,0,713.0,2473340.41,24,122025.29,1,0.0045,0
APP00372,Debra White,Black-Smith,51,Self-Employed,34187.5,7674.84,0,694.0,1534090.59,12,36373.31,2,0.499,1
APP00373,Ellen Morgan,Wright-Davis,47,Salaried,64538.87,6849.01,0,694.0,3068968.97,12,35860.88,1,0.0494,0
APP00374,Sergio Knight,"Goodman, Peterson and Spencer",46,Self-Employed,96227.07,14852.99,0,729.0,2931087.64,120,82021.27,2,0.0332,0
APP00375,Charles Schultz,Woods LLC,44,Self-Employed,395737.18,67080.55,0,607.0,5863714.84,24,1074483.71,4,0.2114,0
APP00376,Paul Lewis,Shannon LLC,61,Self-Employed,193745.64,38023.5,0,633.0,2930649.32,24,523556.37,2,0.2848,1
APP00377,Glen Wood,Valentine Ltd,36,Self-Employed,134094.11,20487.0,0,749.0,5258779.85,84,284809.32,0,0.0026,0
APP00378,Paula Bradley,Porter and Sons,21,Self-Employed,38113.61,949.37,0,676.0,2040923.88,48,76393.54,0,0.0032,0
APP00379,Anthony Moore,Moss LLC,54,Self-Employed,37048.84,8334.5,1,,2001028.02,36,80313.86,1,0.4038,1
APP00380,Megan Nelson,Perez and Sons,33,Salaried,92559.92,37672.99,0,658.0,2115752.23,48,202104.33,2,0.494,0
APP00381,Karla Ramos,"Kelly, Maxwell and Wilson",39,Self-Employed,29387.72,7147.3,0,604.0,1865483.57,60,46420.49,0,0.6432,0
APP00382,Paul Wilson,Lowe Ltd,51,Salaried,67930.87,4876.25,0,731.0,2352428.72,12,38523.49,1,0.0134,0
APP00383,Douglas Gregory,Austin-Duran,22,Salaried,53014.83,15353.21,0,590.0,3703726.11,36,103075.98,1,0.634,1
APP00384,Mr. Andrew Foster,"Rubio, Charles and Watson",25,Self-Employed,161633.33,36758.37,0,757.0,3085512.07,60,424248.05,0,0.0011,0
APP00385,Aimee Turner,Vasquez-Galloway,22,Self-Employed,39591.86,10544.65,0,680.0,2462110.07,60,39300.41,1,0.1673,1
APP00386,Chad Scott,"Melton, Henry and Joyce",30,Self-Employed,10290.09,1234.58,0,828.0,684293.7,120,16043.92,1,0.011,0
APP00387,Adam Burgess,"Ramirez, Walker and Ray",42,Salaried,90755.58,29144.59,0,676.0,5568810.54,48,106899.32,6,0.9655,1
APP00388,James Padilla,Fox Group,43,Salaried,53407.56,10073.24,0,598.0,3232784.58,84,71403.67,4,0.9213,1
APP00389,Sandra Drake,Ayers-Johnson,41,Salaried,72884.89,16133.16,0,536.0,2454661.28,36,149308.99,4,0.9391,1
APP00390,Scott Williams,Long-Parks,24,Salaried,55275.68,4670.78,0,677.0,3029139.46,48,76552.24,1,0.0151,0
APP00391,Thomas Atkins,Bryant Inc,21,Salaried,48626.39,6572.89,0,641.0,2273808.6,60,129341.73,1,0.0251,0
APP00392,Laura Mckinney,"Holmes, Stewart and Smith",39,Salaried,99683.82,32287.72,0,796.0,3735027.81,36,206690.06,1,0.0232,0
APP00393,Brian Smith,"Clark, Carpenter and Nguyen",33,Salaried,32559.15,10282.07,0,687.0,2330802.15,24,15604.13,1,0.5512,1
APP00394,Robert Montgomery,"Hensley, Lopez and Baker",43,Self-Employed,46306.95,9616.98,0,730.0,1362687.63,24,105670.52,3,0.1501,0
APP00395,Tamara Davis,Ruiz-Austin,45,Salaried,101761.82,17581.53,0,707.0,3743678.95,84,226118.94,0,0.0181,0
APP00396,Dana Chapman,White-Coleman,39,Self-Employed,41313.14,63.5,0,724.0,2733759.02,12,73944.64,1,0.0128,0
