Applicant_ID,Full_Name,Employer_Name,Age,Employment_Type,Monthly_Net_Income,Gross_Income,Total_Deductions,Total_Existing_EMIs,Is_First_Loan,CIBIL_Score,Requested_Loan_Amount,Requested_Tenure_Months,Average_Monthly_Bank_Balance,Number_of_Bounced_Transactions_Last_6M,Cash_Flow_Month_1,Cash_Flow_Month_2,Cash_Flow_Month_3,Cash_Flow_Month_4,Cash_Flow_Month_5,Cash_Flow_Month_6
APP02903,Tina Ramirez,Barajas-Lawson,48,Salaried,88829.56,106106.92,17277.36,13534.93,0,803.0,254185.02,48,44951.14,0,40544.31,42307.04,44069.77,45832.51,47595.24,49357.97
APP02904,Zachary White,Williams-Murphy,33,Salaried,61121.44,83271.39,22149.95,10386.3,0,654.0,380959.05,48,163947.44,1,138451.94,148650.14,158848.34,169046.54,179244.74,189442.93
APP02905,Francisco Coleman,"Kirby, Cook and Hernandez",34,Salaried,52094.75,71284.65,19189.9,17984.84,0,672.0,5111768.71,120,93243.38,1,95263.17,94455.25,93647.33,92839.42,92031.5,91223.58
APP02906,Jennifer Leon,Bell-Monroe,38,Self-Employed,133542.93,153654.37,20111.44,24503.08,0,743.0,1888167.99,60,320691.01,6,367529.34,348794.01,330058.68,311323.35,292588.01,273852.68
APP02907,Robert Valdez,White Group,49,Self-Employed,37033.81,44266.82,7233.01,13424.82,0,693.0,183123.17,84,61607.3,2,63335.32,62644.11,61952.91,61261.7,60570.49,59879.28
APP02908,Jason Crawford,Sherman-Hughes,38,Salaried,56238.99,72798.56,16559.57,9161.24,0,743.0,1156233.41,48,122682.27,2,124151.83,123564.0,122976.18,122388.35,121800.53,121212.7
APP02909,Kim Underwood,Alvarado-Schwartz,26,Salaried,44189.64,57645.74,13456.1,16631.39,0,656.0,303371.01,36,84889.81,1,95016.21,90965.65,86915.09,82864.53,78813.97,74763.41
APP02910,Kevin Fisher,Sherman-Deleon,43,Self-Employed,95042.15,106302.26,11260.11,3666.47,0,720.0,810622.39,36,71543.86,0,71426.73,71473.58,71520.43,71567.28,71614.14,71660.99
APP02911,Melissa Goodman,Morgan-Scott,33,Salaried,29936.89,41422.1,11485.21,4655.81,0,617.0,1374389.92,180,22334.84,3,24244.35,23480.55,22716.75,21952.94,21189.14,20425.33
APP02912,Cynthia Smith,Rodgers and Sons,57,Salaried,60451.09,73486.97,13035.88,3099.04,1,,888299.13,48,58015.22,0,57367.11,57626.35,57885.6,58144.85,58404.09,58663.34
APP02913,Alicia Grant DVM,Waters-Rodriguez,38,Business Owner,18862.44,22487.25,3624.81,1060.14,0,685.0,618580.9,36,14380.48,2,15186.47,14864.07,14541.68,14219.28,13896.88,13574.49
APP02914,Amy Bailey,Evans PLC,21,Salaried,47776.75,65504.64,17727.88,13211.47,1,,219840.26,12,37377.39,1,40862.34,39468.36,38074.38,36680.4,35286.42,33892.44
APP02915,Sharon Fuentes,Reyes LLC,42,Salaried,100137.27,132655.01,32517.75,17200.22,0,795.0,2138367.64,48,231891.89,0,211783.51,219826.86,227870.22,235913.57,243956.93,252000.28
APP02916,Charles Castaneda,"Smith, Jones and Porter",57,Salaried,105550.59,127413.45,21862.86,9257.06,0,667.0,1589675.28,36,175834.12,2,200143.04,190419.48,180695.91,170972.34,161248.77,151525.2
APP02917,Susan Sanchez,Gomez-Henry,54,Self-Employed,41312.2,48395.81,7083.6,10208.91,0,725.0,495804.23,48,33690.0,2,33582.36,33625.42,33668.47,33711.53,33754.59,33797.64
APP02918,Amy Taylor,"Jackson, Vasquez and Kelley",56,Self-Employed,99863.29,116820.17,16956.88,4884.18,1,,1426181.37,48,271982.37,1,240705.93,253216.5,265727.08,278237.65,290748.23,303258.81
APP02919,Michele Bennett,Clay-Baker,28,Salaried,55916.25,71447.72,15531.47,20208.54,0,713.0,235774.94,60,75598.77,3,79899.66,78179.3,76458.95,74738.59,73018.23,71297.88
APP02920,Vincent Watson,"Roberts, Barrera and Escobar",47,Self-Employed,178258.76,200921.16,22662.4,18367.14,1,,4362030.56,180,477699.16,2,513410.58,499126.01,484841.45,470556.88,456272.31,441987.75
APP02921,Mary Jones,Francis-Hanson,31,Business Owner,66932.24,76000.83,9068.58,20026.7,0,728.0,172739.93,60,48778.42,0,46703.31,47533.35,48363.4,49193.44,50023.49,50853.53
APP02922,Sheila Johnson,Cannon-Goodman,40,Self-Employed,8017.68,9448.22,1430.54,468.39,1,,415574.45,120,4333.81,1,4072.97,4177.31,4281.64,4385.98,4490.31,4594.65
APP02923,Bob Jones,Gibbs-Smith,25,Salaried,87200.37,110791.08,23590.72,17420.96,0,724.0,6173842.07,240,209051.75,0,220111.44,215687.56,211263.69,206839.81,202415.94,197992.06
APP02924,Robin Hernandez,"Brown, Reed and Williams",32,Salaried,52115.36,63831.14,11715.78,14552.08,0,730.0,170336.13,12,56183.45,2,55002.67,55474.98,55947.3,56419.61,56891.92,57364.24
APP02925,Patrick Adkins,Fuentes-Perez,31,Business Owner,59209.34,70392.18,11182.85,5298.74,0,589.0,289068.01,12,104956.24,3,109888.79,107915.77,105942.75,103969.73,101996.71,100023.69
APP02926,Elizabeth Jenkins,"Hunt, Perry and Wise",47,Salaried,87966.18,115180.31,27214.13,20129.49,0,689.0,485378.59,180,110502.52,0,99517.58,103911.55,108305.53,112699.51,117093.49,121487.47
APP02927,Richard Dominguez,Jenkins LLC,46,Salaried,39831.91,47412.54,7580.63,3088.49,0,667.0,159974.63,12,109929.48,1,117288.49,114344.88,111401.28,108457.68,105514.07,102570.47
APP02928,Christopher Ibarra,"Valentine, Wallace and Carter",41,Salaried,73942.78,97796.12,23853.34,16525.01,0,711.0,851237.26,24,41773.5,1,39335.55,40310.73,41285.91,42261.09,43236.27,44211.45
APP02929,Paul Gordon,Brown-Swanson,24,Self-Employed,75958.55,85443.51,9484.96,2985.55,0,662.0,1651967.02,24,101676.29,1,92459.44,96146.18,99832.92,103519.66,107206.4,110893.14
APP02930,Ronnie Frazier,"Wagner, Phillips and Sawyer",35,Salaried,78396.75,92677.82,14281.07,17542.39,0,712.0,2673747.87,60,130171.48,3,120304.33,124251.19,128198.05,132144.91,136091.77,140038.63
APP02931,Kristen Gallegos,Griffin Group,31,Salaried,48306.98,59679.11,11372.13,12700.2,0,681.0,1640387.4,48,124458.72,1,131319.97,128575.47,125830.97,123086.48,120341.98,117597.48
APP02932,Kathryn Fletcher,"Ryan, Gonzales and Smith",47,Self-Employed,137665.81,164546.77,26880.96,16329.54,0,699.0,809995.54,24,94961.96,2,111323.81,104779.07,98234.33,91689.59,85144.85,78600.11
APP02933,Christopher Dudley,Nichols-Winters,50,Salaried,48275.0,62792.86,14517.86,7994.77,0,709.0,582814.86,60,24576.49,2,24018.21,24241.53,24464.84,24688.15,24911.46,25134.77
APP02934,Vanessa Martinez,Simmons PLC,49,Salaried,57071.35,76728.66,19657.31,7391.55,0,518.0,95471.18,12,129979.87,3,144987.09,138984.2,132981.31,126978.43,120975.54,114972.66
APP02935,Manuel Robinson,Moore-Frederick,30,Salaried,58719.11,77045.07,18325.96,8723.25,0,664.0,3227663.84,120,67974.72,0,60492.35,63485.3,66478.24,69471.19,72464.14,75457.08
APP02936,Paul Hansen,"Goodman, Buchanan and Myers",21,Salaried,62821.28,82442.48,19621.19,5119.29,0,810.0,263843.36,36,85367.55,1,88995.25,87544.17,86093.09,84642.0,83190.92,81739.84
APP02937,Rose Mcdonald,"Garcia, Williams and King",21,Business Owner,49329.66,57935.62,8605.97,13481.6,0,575.0,992626.86,36,108818.62,4,117360.32,113943.64,110526.96,107110.28,103693.6,100276.92
APP02938,Martin Wilcox,Logan-Morris,52,Salaried,131453.22,172264.47,40811.26,29176.74,1,,5999277.24,84,168689.24,0,166869.65,167597.49,168325.32,169053.16,169781.0,170508.84
APP02939,Robert Lucas,Hogan Group,34,Self-Employed,73469.44,84666.87,11197.43,25696.72,1,,957962.1,60,133281.71,2,135905.92,134856.23,133806.55,132756.87,131707.18,130657.5
APP02940,Brian Miller,Miller Group,30,Salaried,64586.92,80270.44,15683.51,6031.3,0,738.0,625595.39,60,66908.23,3,68630.94,67941.85,67252.77,66563.68,65874.6,65185.51
APP02941,Sarah Johnson,Todd-Rodriguez,54,Salaried,85016.74,100082.25,15065.51,21726.42,0,613.0,1103161.48,24,170623.49,1,164201.83,166770.49,169339.15,171907.82,174476.48,177045.14
APP02942,Joshua Jones,"Herrera, Smith and Nolan",51,Salaried,105171.73,129878.76,24707.02,17382.05,1,,244747.36,36,204297.24,0,184220.85,192251.4,200281.96,208312.52,216343.07,224373.63
APP02943,Nicole Parker,Spencer-White,38,Salaried,76923.96,91107.52,14183.55,17574.88,1,,685193.81,36,141630.76,0,132036.06,135873.94,139711.82,143549.7,147387.57,151225.45
APP02944,Margaret Johnson,Dickson-Cox,35,Salaried,29478.79,36463.77,6984.98,13572.61,1,,254770.93,240,52565.46,2,60808.42,57511.23,54214.05,50916.87,47619.69,44322.51
APP02945,William Cunningham,Garcia-Garrett,37,Salaried,111355.03,148009.35,36654.32,33180.71,0,586.0,1821779.28,84,161534.36,4,168068.42,165454.8,162841.18,160227.55,157613.93,155000.31
APP02946,Rachel Williams,Olson-Williams,40,Business Owner,92468.67,103434.19,10965.52,4644.01,1,,2424940.12,180,90156.24,1,86999.87,88262.42,89524.97,90787.52,92050.07,93312.62
APP02947,Tony Smith,Freeman-Watts,54,Salaried,102921.92,123873.65,20951.72,1561.13,0,728.0,2128555.5,60,180610.05,0,160526.45,168559.89,176593.33,184626.77,192660.21,200693.65
APP02948,Douglas Sanders,"Barber, Yates and Thompson",42,Business Owner,60531.99,70454.94,9922.95,11906.94,0,718.0,766926.52,84,34277.78,2,36093.12,35366.98,34640.85,33914.71,33188.57,32462.44
APP02949,Paul Swanson,Evans Inc,45,Salaried,32877.73,40593.01,7715.28,4325.98,0,653.0,641265.36,36,77503.57,2,74766.53,75861.35,76956.16,78050.97,79145.79,80240.6
APP02950,Michele Davis,Harris-Sampson,50,Salaried,27120.17,37269.95,10149.79,1595.89,0,785.0,192835.45,24,69713.19,1,66375.79,67710.75,69045.71,70380.66,71715.62,73050.58
APP02951,Patrick Garcia,"Pope, Rodriguez and Moore",26,Salaried,38655.47,45512.48,6857.0,12753.61,0,636.0,248279.22,60,23421.8,3,24960.95,24345.29,23729.63,23113.97,22498.31,21882.65
APP02952,Brittany Matthews,Mcgee PLC,46,Salaried,95446.83,128383.66,32936.83,18678.74,0,734.0,3121081.96,84,164301.91,0,166087.27,165373.13,164658.98,163944.83,163230.69,162516.54
APP02953,Kevin Christian,Nichols-Gonzalez,35,Salaried,119343.33,148200.24,28856.91,14528.44,0,607.0,1266816.41,60,144324.48,1,132933.69,137490.0,142046.32,146602.64,151158.96,155715.28
APP02954,Christian Ford,Buck-Ramirez,21,Salaried,63005.39,83329.29,20323.9,6927.43,0,823.0,1465365.63,180,80718.5,0,74534.78,77008.27,79481.76,81955.24,84428.73,86902.22
APP02955,Anna Higgins,"Brown, Warren and Johnston",21,Salaried,34254.94,47173.8,12918.86,2694.32,0,817.0,101131.65,36,34375.29,0,35513.43,35058.18,34602.92,34147.66,33692.41,33237.15
APP02956,Rhonda Pena,Mcdaniel Inc,28,Self-Employed,31911.98,36000.89,4088.91,5736.11,0,652.0,271681.97,24,43314.05,0,43253.11,43277.49,43301.86,43326.24,43350.62,43375.0
APP02957,Candace Stuart,Watkins-Stokes,43,Salaried,134944.63,186992.32,52047.69,22823.23,0,802.0,304191.38,24,329793.43,1,318608.76,323082.63,327556.5,332030.37,336504.24,340978.1
APP02958,Monica Curtis,Watts-Burton,39,Business Owner,27092.05,31661.3,4569.24,7998.87,0,595.0,95757.78,12,47637.7,2,47721.1,47687.74,47654.38,47621.02,47587.66,47554.3
APP02959,Gloria Floyd,Garza-Boone,40,Salaried,181978.71,235373.55,53394.84,38812.04,0,642.0,567443.65,60,486770.09,0,443941.75,461073.08,478204.42,495335.75,512467.09,529598.43
APP02960,Isaac Chase,"Johnson, Thompson and Schroeder",58,Salaried,175915.51,221269.88,45354.38,53750.28,0,692.0,1359512.41,36,222604.71,0,232104.7,228304.7,224504.71,220704.71,216904.71,213104.71
APP02961,Steven Schroeder,Campos-Salinas,25,Salaried,152357.09,196923.99,44566.9,26731.72,1,,2007965.71,48,328388.71,0,310201.77,317476.55,324751.32,332026.1,339300.88,346575.65
APP02962,Daniel Bishop,Patel Group,38,Salaried,81923.38,100786.06,18862.68,15202.13,0,775.0,1974758.89,48,62725.42,0,63589.3,63243.75,62898.2,62552.65,62207.09,61861.54
APP02963,Christian Burton,Paul PLC,41,Business Owner,63209.55,72965.96,9756.41,8534.43,0,694.0,811525.17,48,80120.3,2,82902.48,81789.61,80676.73,79563.86,78450.98,77338.11
APP02964,Robert Thomas PhD,"Johnson, Howard and Colon",31,Self-Employed,73790.3,84423.2,10632.9,6399.03,0,643.0,1771298.0,48,136174.17,2,144145.7,140957.09,137768.48,134579.87,131391.26,128202.65
APP02965,Tracy Harrington,Conner Group,38,Salaried,103889.93,125355.62,21465.69,5248.21,1,,1072870.8,84,190102.62,1,178661.43,183237.9,187814.38,192390.85,196967.33,201543.8
APP02966,Brandon Edwards,"Jackson, Williams and Valdez",22,Salaried,41652.97,56103.94,14450.98,8753.55,0,678.0,1051010.04,48,63946.51,2,61782.98,62648.39,63513.8,64379.21,65244.63,66110.04
APP02967,Candice Ramirez,"Allen, Brown and Valenzuela",52,Self-Employed,31805.35,36583.08,4777.73,7453.17,1,,651689.4,240,77648.68,3,75856.7,76573.49,77290.28,78007.08,78723.87,79440.66
APP02968,Brandon White,Montgomery-Dyer,31,Salaried,55663.45,67586.01,11922.57,16836.37,0,747.0,515147.46,48,87183.72,1,87202.87,87195.21,87187.55,87179.89,87172.23,87164.57
APP02969,Deanna Kennedy,"Garcia, Martinez and Kim",58,Salaried,53423.38,66918.92,13495.55,9089.56,0,691.0,742881.91,36,134741.34,0,132107.07,133160.77,134214.48,135268.19,136321.9,137375.61
APP02970,Shawn Santos,Mullins-Graham,38,Salaried,120646.85,147785.98,27139.13,29120.29,0,654.0,5383449.99,120,53678.27,3,63721.46,59704.19,55686.91,51669.63,47652.35,43635.08
APP02971,Caleb Carroll,Hernandez-Armstrong,48,Salaried,57305.33,75947.23,18641.9,15363.6,0,719.0,820536.03,36,130818.06,2,132136.57,131609.16,131081.76,130554.36,130026.95,129499.55
APP02972,Scott Morales,Weaver-Sanders,37,Salaried,71199.32,91857.6,20658.28,8771.73,0,775.0,1372863.53,48,56444.12,1,51221.08,53310.29,55399.51,57488.73,59577.94,61667.16
APP02973,Sylvia Anderson,"Lee, Chase and Brown",38,Salaried,107429.73,127898.81,20469.07,31000.88,0,640.0,228151.33,36,181696.41,2,174956.26,177652.32,180348.38,183044.44,185740.5,188436.56
APP02974,Ryan Crane,Sanchez-Hensley,32,Business Owner,224746.77,247255.87,22509.09,22256.37,0,733.0,5953455.13,84,459407.13,0,443236.05,449704.48,456172.91,462641.34,469109.77,475578.2
APP02975,Michael Hunter,"Freeman, Howe and Pacheco",39,Salaried,76723.02,99280.18,22557.16,6808.14,1,,685080.73,60,203228.32,0,191551.31,196222.12,200892.92,205563.72,210234.52,214905.33
APP02976,Shawn Fleming,"Hernandez, Nguyen and Hill",41,Business Owner,117143.93,135429.83,18285.9,26718.37,0,677.0,896951.81,36,130759.69,1,127855.45,129017.15,130178.84,131340.54,132502.23,133663.93
APP02977,Maria Figueroa,Trujillo Inc,30,Self-Employed,27848.03,32378.2,4530.17,6578.06,0,774.0,1067931.06,84,27372.45,2,28360.36,27965.2,27570.03,27174.87,26779.7,26384.53
APP02978,Roberto Smith,Mendez-Smith,37,Salaried,108074.42,141156.62,33082.2,13665.93,0,591.0,1044956.27,24,274546.48,2,298885.32,289149.78,279414.24,269678.71,259943.17,250207.64
APP02979,Donna Moore,Hansen-Huynh,32,Salaried,113141.55,145827.97,32686.42,5849.55,0,851.0,594388.84,48,152362.08,0,153940.28,153309.0,152677.72,152046.44,151415.16,150783.88
APP02980,Benjamin Price,Short Ltd,61,Salaried,32593.99,40179.82,7585.83,1350.61,1,,781658.61,36,74760.0,0,64624.8,68678.88,72732.96,76787.04,80841.11,84895.19
APP02981,Brandon Owens,"Jimenez, Davis and Larsen",37,Self-Employed,212979.62,239744.93,26765.31,49839.19,0,598.0,9595087.58,84,121484.96,3,120747.81,121042.67,121337.53,121632.38,121927.24,122222.1
APP02982,Stephanie Marshall,Fields LLC,53,Salaried,55173.91,74873.94,19700.03,5298.79,0,673.0,880967.5,84,32194.81,0,31371.91,31701.07,32030.23,32359.39,32688.55,33017.71
APP02983,Nicholas Lowery,Fischer Inc,36,Business Owner,131995.04,155399.14,23404.1,18513.77,0,715.0,7032254.11,84,301513.78,1,277929.42,287363.16,296796.91,306230.65,315664.39,325098.14
APP02984,Patricia Gonzalez,"Smith, Price and Fernandez",41,Salaried,74039.61,98244.05,24204.44,33201.74,0,614.0,258965.6,12,31676.18,3,34560.78,33406.94,32253.1,31099.26,29945.43,28791.59
APP02985,Evan Davies,"Mitchell, Choi and Rivers",25,Self-Employed,50806.73,60489.7,9682.97,2206.03,0,807.0,1512922.44,60,66015.6,0,61862.35,63523.65,65184.95,66846.25,68507.54,70168.84
APP02986,Dr. John Ramirez,"Fischer, Tyler and Hall",34,Salaried,59892.2,73785.99,13893.78,5989.57,1,,3022727.63,36,54050.7,1,52124.76,52895.14,53665.51,54435.89,55206.26,55976.63
APP02987,Christopher Harrison,Avila LLC,40,Salaried,45215.43,53291.07,8075.64,9776.57,0,668.0,2039518.16,240,84242.38,3,84438.13,84359.83,84281.53,84203.23,84124.94,84046.64
APP02988,Erica Johnson,Brown-Miles,54,Self-Employed,99201.82,112125.15,12923.33,19530.8,0,612.0,548673.56,48,113429.74,2,121139.32,118055.49,114971.65,111887.82,108803.99,105720.16
APP02989,Jamie Mayer,Copeland-Klein,40,Self-Employed,52591.29,59887.22,7295.93,7880.78,0,712.0,1025013.71,120,57550.67,0,55142.89,56106.01,57069.12,58032.23,58995.34,59958.45
APP02990,Jeffrey Kennedy,Fletcher PLC,52,Salaried,41952.87,55370.93,13418.05,1632.2,0,882.0,784186.44,60,109359.4,1,111024.81,110358.65,109692.48,109026.31,108360.15,107693.98
APP02991,Sean Cisneros,"Phelps, Fuller and Clay",44,Salaried,46431.36,58601.39,12170.03,7780.49,0,739.0,354596.43,36,23463.25,0,24608.44,24150.36,23692.29,23234.21,22776.14,22318.07
APP02992,Debra Reid,Hill-Atkins,54,Salaried,42274.59,55123.45,12848.87,13631.96,0,759.0,224800.38,180,36115.36,2,36144.19,36132.66,36121.13,36109.59,36098.06,36086.53
APP02993,Benjamin Sullivan,"Sanchez, Watson and Robles",37,Self-Employed,42945.03,48965.13,6020.1,8219.82,0,730.0,185192.69,48,78821.28,1,83798.35,81807.52,79816.7,77825.87,75835.05,73844.22
APP02994,Michael Savage,Campbell-Stephenson,62,Salaried,94073.99,112799.47,18725.47,5181.66,0,847.0,410809.38,12,65298.26,0,59608.45,61884.38,64160.3,66436.23,68712.15,70988.08
APP02995,Mckenzie Green,Reid LLC,33,Salaried,47126.93,58905.38,11778.45,5566.89,0,714.0,619525.17,48,103773.1,1,97201.35,99830.05,102458.75,105087.45,107716.16,110344.86
APP02996,Anna Valenzuela,"Spencer, Sanchez and Baker",30,Self-Employed,112332.67,127279.63,14946.96,39528.06,0,756.0,7478139.37,180,235546.62,1,245091.75,241273.7,237455.65,233637.6,229819.55,226001.49
APP02997,Paul Martin,Martinez Ltd,26,Salaried,56036.73,67374.36,11337.63,22872.27,0,733.0,189496.09,12,128369.53,1,128769.19,128609.32,128449.46,128289.6,128129.73,127969.87
APP02998,Jason Alvarez,"Ray, Moore and Gibson",61,Salaried,66390.55,81930.43,15539.89,14980.23,0,723.0,1486107.68,24,151341.97,0,151202.31,151258.17,151314.04,151369.91,151425.78,151481.64
APP02999,Caitlyn Horton,Richardson-Cuevas,46,Self-Employed,69561.59,82012.02,12450.43,12019.05,0,716.0,500933.46,24,155932.41,1,136953.97,144545.35,152136.72,159728.1,167319.48,174910.86
APP03000,Michael Price,Jennings Inc,35,Self-Employed,160653.81,187480.98,26827.17,43974.79,0,607.0,2118837.28,60,121732.31,1,128026.59,125508.88,122991.17,120473.46,117955.75,115438.03
APP03001,Richard Harper,Morse-Pope,50,Self-Employed,26325.54,29753.52,3427.97,3131.95,0,681.0,1163251.99,120,14270.98,2,12354.41,13121.04,13887.67,14654.3,15420.93,16187.56
APP03002,Michael Jensen,Jacobson PLC,45,Salaried,157619.36,185535.17,27915.81,38114.75,0,790.0,359129.65,12,239633.39,5,294309.25,272438.9,250568.56,228698.22,206827.88,184957.54
APP03003,William Mcmillan,Sexton-Murphy,58,Salaried,116496.24,147246.12,30749.88,12769.19,0,843.0,465584.17,120,260331.74,0,259458.63,259807.87,260157.12,260506.36,260855.61,261204.85
APP03004,Nancy Stewart,Clark-Weaver,23,Self-Employed,50725.17,60219.73,9494.56,4527.0,0,733.0,450735.59,24,34175.19,0,33096.71,33528.11,33959.5,34390.89,34822.28,35253.67
APP03005,Jimmy Hernandez,Weaver and Sons,35,Salaried,113331.27,142145.24,28813.98,4731.27,1,,1400014.71,36,312984.46,1,286746.8,297241.86,307736.93,318231.99,328727.06,339222.12
APP03006,Ashley Cordova,Parker-Reyes,33,Salaried,56133.62,68149.36,12015.75,17190.97,1,,447027.86,84,90154.62,2,97591.77,94616.91,91642.05,88667.19,85692.33,82717.47
APP03007,Joseph Smith,"Martin, Nguyen and Smith",21,Salaried,62545.13,78526.66,15981.53,9243.86,0,717.0,4309584.37,180,65059.12,2,58611.44,61190.51,63769.59,66348.66,68927.73,71506.8
APP03008,Ronnie Martinez,Cooper and Sons,49,Salaried,59272.79,78604.27,19331.47,12631.92,0,748.0,3565587.38,240,131463.88,0,126938.32,128748.54,130558.77,132368.99,134179.21,135989.43
APP03009,Wayne Davis,Smith Ltd,35,Business Owner,178843.57,206924.22,28080.65,57307.46,0,671.0,994927.05,36,130634.12,1,127908.1,128998.51,130088.92,131179.33,132269.74,133360.14
APP03010,William Fisher,Hayden LLC,45,Salaried,54410.27,69451.4,15041.13,4195.96,0,800.0,1298305.48,240,28379.28,2,28836.64,28653.7,28470.75,28287.8,28104.86,27921.91
APP03011,Carol Gray,Flores LLC,62,Salaried,73896.94,89401.11,15504.17,5580.53,0,756.0,3329076.87,120,86767.52,0,85154.92,85799.96,86445.0,87090.04,87735.08,88380.12
APP03012,Tristan Bonilla,Wilson LLC,34,Business Owner,138352.04,163298.68,24946.64,51626.52,0,703.0,1011027.59,48,232932.16,2,261876.04,250298.48,238720.93,227143.38,215565.83,203988.28
APP03013,Alexis Cervantes,King Inc,34,Business Owner,189330.59,220617.42,31286.83,32287.97,0,648.0,3996394.75,60,391288.39,1,376671.42,382518.21,388364.99,394211.78,400058.57,405905.35
APP03014,Steven Shaw,Owen PLC,39,Salaried,48270.97,62851.39,14580.42,9926.06,0,629.0,518009.5,60,54807.54,3,58323.48,56917.1,55510.73,54104.36,52697.98,51291.61
APP03015,Melissa Banks,"Wells, Hodges and Hampton",48,Business Owner,169526.37,193745.8,24219.42,34729.21,0,607.0,4986059.2,120,76186.17,3,96032.22,88093.8,80155.38,72216.96,64278.54,56340.12
APP03016,Jason Bell,Ball Inc,32,Salaried,41188.58,56850.95,15662.37,1644.54,0,772.0,105160.8,48,80130.43,0,71002.59,74653.73,78304.86,81956.0,85607.14,89258.28
APP03017,Kelly Hubbard,Lucero PLC,32,Self-Employed,12929.51,14984.89,2055.37,3346.25,0,657.0,98855.16,120,19829.89,4,22410.85,21378.47,20346.08,19313.7,18281.32,17248.93
APP03018,Christopher Patterson,"Holt, Wiley and Reid",49,Salaried,54009.41,68289.17,14279.76,14211.17,0,602.0,460719.28,84,77683.78,2,75387.4,76305.95,77224.51,78143.06,79061.61,79980.17
APP03019,Kurt Daniels,Hunt LLC,42,Salaried,105295.1,138816.77,33521.68,12662.48,0,737.0,127545.16,24,193469.86,1,193172.09,193291.2,193410.31,193529.42,193648.53,193767.64
APP03020,Ryan Barker,"Davis, Roberts and Martinez",21,Salaried,54698.46,73586.36,18887.9,9455.93,0,688.0,670060.82,48,71345.76,3,74983.3,73528.29,72073.27,70618.26,69163.24,67708.23
APP03021,Douglas Oliver,"Mayer, Smith and Green",26,Self-Employed,36960.33,43857.06,6896.73,8726.8,0,573.0,1187166.49,120,90877.56,2,93659.37,92546.65,91433.92,90321.2,89208.47,88095.75
APP03022,Shannon Cowan,Madden Ltd,53,Salaried,77536.76,105790.29,28253.53,13785.77,0,665.0,750886.12,240,192232.4,1,199490.6,196587.32,193684.04,190780.76,187877.47,184974.19
APP03023,Ashley Banks,Jones-Patterson,42,Salaried,73057.71,93722.52,20664.81,20338.41,0,723.0,481590.03,24,118467.15,0,114541.25,116111.61,117681.97,119252.33,120822.69,122393.05
APP03024,Jennifer Crawford,"Rocha, Lewis and Pham",30,Self-Employed,87705.5,98986.45,11280.95,16101.22,0,631.0,3421913.79,240,101812.59,2,104354.45,103337.71,102320.97,101304.22,100287.48,99270.74
APP03025,Tammy Garcia,Kennedy Ltd,36,Salaried,32622.58,43274.88,10652.31,4112.58,0,716.0,502612.21,120,31109.07,0,27079.3,28691.21,30303.12,31915.02,33526.93,35138.84
APP03026,Kevin Johnson,"Thomas, Schroeder and Hoffman",38,Business Owner,74777.93,88722.45,13944.52,10069.6,1,,1126081.99,84,128746.84,0,126897.36,127637.16,128376.95,129116.74,129856.53,130596.33
APP03027,Jason Walker,"Baker, Perez and Owens",45,Salaried,79102.36,104865.97,25763.61,16306.01,0,624.0,727536.1,36,164559.7,0,166890.49,165958.17,165025.85,164093.54,163161.22,162228.9
APP03028,James Gonzalez,"Harris, Bradley and Hernandez",24,Salaried,31091.47,39489.97,8398.5,5848.52,0,565.0,1552550.18,120,49632.99,2,47502.45,48354.67,49206.88,50059.1,50911.32,51763.54
APP03029,Caleb Ponce,Thompson-Harris,30,Salaried,33561.47,46035.46,12473.99,4869.18,0,642.0,229904.93,36,89043.59,1,80183.95,83727.81,87271.66,90815.52,94359.38,97903.23
APP03030,Jennifer Hoover,Bennett Inc,41,Salaried,60677.85,84161.37,23483.52,17571.18,0,826.0,110945.88,24,64845.78,0,67188.75,66251.56,65314.38,64377.19,63440.01,62502.82
APP03031,Natalie Smith,Gutierrez-Jenkins,37,Salaried,68462.11,81453.46,12991.35,1449.07,0,672.0,145085.24,12,67297.64,0,63464.7,64997.88,66531.06,68064.23,69597.41,71130.58
APP03032,Danny Campbell,Gonzales and Sons,44,Salaried,74377.09,96132.86,21755.78,10228.17,0,689.0,2560560.2,48,144882.2,2,140946.83,142520.98,144095.12,145669.27,147243.42,148817.56
APP03033,Deborah Roberson,Gallegos-Abbott,26,Self-Employed,36412.05,43194.77,6782.72,5340.89,0,694.0,302082.66,60,45727.8,2,51115.17,48960.22,46805.27,44650.32,42495.38,40340.43
APP03034,Jennifer Allen,Woods PLC,42,Salaried,55277.68,71855.09,16577.41,10284.8,0,838.0,620141.96,36,78504.83,0,77598.82,77961.23,78323.63,78686.03,79048.44,79410.84
APP03035,Jennifer Smith,Gilbert-Taylor,49,Salaried,63304.57,85590.63,22286.06,6107.65,0,611.0,311135.37,12,152572.79,0,144829.25,147926.67,151024.08,154121.5,157218.91,160316.33
APP03036,James Montoya,Nichols-Olsen,43,Self-Employed,81954.74,92189.15,10234.41,8438.71,0,691.0,910995.75,12,86116.99,0,81116.59,83116.75,85116.91,87117.07,89117.23,91117.39
APP03037,Lindsay Rogers,"Walker, Jordan and Lane",39,Salaried,122294.19,164026.39,41732.2,14963.89,0,719.0,3199718.95,84,223230.82,2,224597.73,224050.96,223504.2,222957.44,222410.68,221863.91
